"id","PlantID","Latitude","Longitude","Year","StationName","Distance"
"CA005021848","20176",49.18166667,-97.94027778,1953,"MORDEN CDA",10.3968383880917
"CA005020880","20173",49.20354167,-96.94499722,1953,"EMERSON",23.993893203406
"CA005023243","20177",49.836,-97.15,1931,"WINNIPEG ST JOHNS COLL",5.77585953863176
"CA005032160","20175",50.06222222,-96.51611111,1939,"PINAWA",46.0423173091131
"CA005021848","75658",49.23293056,-98.08605,1989,"MORDEN CDA",5.52228117593977
"CA005023262","74476",49.56616667,-97.01241667,2011,"WINNIPEG THE FORKS",36.3184335376655
"USC00206013","MSC0275822",42.90365,-85.35993,2016,"NWSFO GRAND RAPIDS",15.0947561182493
"USC00448022","251119",37.3255,-80.5939,2015,"PEARISBURG 4 SSE",9.88954906999574
"USR0000NWMT","266144",44.0062,-71.27915,2016,"WHITE MOUNTAIN NF NEW HAMPSHIR",11.4431332299404
"USC00284229","PH00801988",39.7908,-74.5343,2004,"INDIAN MILLS 2 W",21.0644294097215
"USC00281351","PH00801989",38.815,-74.547,2010,"CAPE MAY 2 NW",37.0237563599876
"USC00284229","PH00801990",39.8147,-74.547,2004,"INDIAN MILLS 2 W",20.026610012375
"USC00122814","IND-0159009",39.368424,-87.516373,2021,"FARMERSBURG TV-2",17.6964697531053
"USC00122814","IND-0159045",39.219446,-87.554998,2021,"FARMERSBURG TV-2",14.3900826672183
"USW00003868","IND-0159083",39.420097,-87.481635,2021,"TERRE HAUTE HULMAN RGNL AP",13.949219904602
"USC00127522","IND-0159179",39.85391,-87.286517,2021,"ROCKVILLE",11.6779160936801
"USC00129430","IND-0159396",40.408445,-87.070978,2021,"W LAFAYETTE 6 NW",9.97761863772431
"USC00300063","1725",42.45424,-73.943295,2002,"ALCOVE DAM",2.19280167719503
"USC00304025","1722",42.218948,-73.816105,1990,"HUDSON CORRECTIONAL FACILITY",3.73537707439899
"USC00300063","1724",42.402017,-73.909943,1979,"ALCOVE DAM",7.65061225284089
"USC00304025","1723",42.224224,-73.880694,1987,"HUDSON CORRECTIONAL FACILITY",7.73151214586816
"USC00213567","966223",44.799756,-92.825554,2020,"HASTINGS DAM 2",5.61632798519957
"USC00379423","968111",41.9560778,-71.4289639,2016,"WOONSOCKET",6.00433707942457
"USC00472173","v0326267WIS",42.96749,-90.32957,1948,"DODGEVILLE WWTP",17.3860268199631
"USC00474546","v0326270WIS",42.68944,-90.71207,1958,"LANCASTER 4 WSW",16.6144678639506
"USC00132364","v0326273WIS",42.65674861,-90.70909306,1974,"DUBUQUE L&D 11",13.9683278860538
"USC00476646","v0326268WIS",42.70187916,-90.63982008,1974,"PLATTEVILLE",15.1612908220175
"USC00476646","v0326271WIS",42.62419,-90.46069,1975,"PLATTEVILLE",13.8729254362586
"USC00473038","v0326264WIS",43.64377333,-91.23816994,1975,"GENOA DAM 8",8.1670845991453
"USC00476646","v0326265WIS",42.87824387,-90.41795343,1981,"PLATTEVILLE",14.8982446999802
"USC00474080","v0323495WIS",45.1730556,-90.6377778,2014,"JUMP RVR 3E",21.4623717806406
"USW00094994","v0345404WIS",43.1447222,-90.7347222,2017,"BOSCOBEL AP",4.81137831679531
"USC00478164","v0345620WIS",43.1163889,-90.9063889,2017,"STEUBEN 4 SE",5.9541828067334
"USC00478827","v0392652WIS",43.564552,-90.675797,2016,"VIROQUA",16.1495961724332
"USR0000WBAR","v0418676WIS",46.43885,-91.51226,2021,"BARNES WISCONSIN",4.42096561727949
"USW00014995","v0419074WIS",45.844478,-92.447009,2021,"GRANTSBURG",20.3511527184292
"USW00014995","v0419079WIS",45.844478,-92.447009,2021,"GRANTSBURG",20.3511527184292
"USC00470516","v0341059WIS",43.404201,-89.732063,1967,"BARABOO WWTP",6.02996417796382
"USW00014995","v0363448WIS",45.87436,-92.66515,2018,"GRANTSBURG",11.4382136932187
"USC00474195","v0417786WIS",44.424595,-87.593445,2012,"KEWAUNEE",8.20647679481076
"USC00300055","0000136",43.274169,-78.332781,1965,"ALBION",10.4317253889723
"USC00300668","0000134",43.662844,-74.695442,1995,"BIG MOOSE 3 SE",22.3173227812404
"USC00306659","0000137",44.699486,-73.452911,1987,"PLATTSBURGH AFB",5.60957386332698
"USC00306659","0000135",44.699486,-73.452911,1987,"PLATTSBURGH AFB",5.60957386332698
"USC00301623","0000138",42.767558,-78.743919,1971,"COLDEN 1 N",12.6333716330149
"USC00238043","425781",37.83333,-91.2,1991,"STEELVILLE 2 N",24.2817902719754
"USC00232809","426459",37.95,-90.5666667,1990,"FARMINGTON",22.3357835875685
"USC00110137","428169",38.8722223,-90.1944444,1992,"ALTON - MELVIN PRICE L&D",3.98711689602868
"USW00094957","429167",40.0666667,-95.7166667,1986,"FALLS CITY BRENNER FLD",10.9352089706087
"USC00110766","429731",40.642,-88.914,1971,"BLOOMINGTON NORMAL",15.7121460699945
"USW00003935","430073",37.2,-89.55,1991,"CAPE GIRARDEAU MUNI AP",3.81018593665957
"USC00232850","430152",38.125,-90.675,1986,"FESTUS",26.9943209366747
"USC00232850","430162",38.125,-90.675,1991,"FESTUS",26.9943209366747
"USC00232850","430192",38.125,-90.675,1986,"FESTUS",26.9943209366747
"USC00232850","430261",38.2946,-90.423,1992,"FESTUS",7.23932905642559
"USC00232591","430715",39.1588836,-91.0402679,1983,"ELSBERRY 1 S",22.1762245104716
"USC00113335","431109",40.9868,-90.0929,1972,"GALVA",21.3630995384402
"USW00003966","1268429",38.6247223,-90.6938889,1998,"ST LOUIS SPIRIT OF ST LOUIS AP",4.92212071047412
"USC00112353","1271036",37.42555,-88.96055,1998,"DIXON SPRINGS AGRIC CTR",25.8914895490999
"USC00237452","1407465",38.6713,-90.1456,1978,"ST LOUIS SCI CTR",11.7680465764281
"USC00146414","1459173",37.5241667,-94.5533333,2000,"PITTSBURG",19.8728440429276
"USC00232850","1543504",38.1666667,-90.7,2000,"FESTUS",27.3779558241138
"USC00310645","1560239",36.275,-81.8375,2001,"BEECH MTN",10.2713202162882
"USC00130200","1575012",42.0786482,-93.6402235,1969,"AMES 8 WSW",12.7965478751492
"USW00013994","1582246",38.8125,-90.3916666,2001,"ST LOUIS LAMBERT INTL AP",6.85901027736519
"USW00053877","1929764",35.49,-82.6230556,2003,"ASHEVILLE 8 SSW",0.939230020432063
"USC00232823","3503280",38.85,-92.8,1936,"FAYETTE",32.6655488681015
"USC00237397","3507332",38.578,-90.773,1931,"ST CHARLES ELM PT",34.5748983906152
"USC00235093","3521983",39.5113889,-91.1513889,1974,"LOUISIANA STARKS NURSE",11.3242290697694
"USC00238051","3523628",40.1436111,-92.0091667,1930,"STEFFENVILLE",21.8771187077233
"USC00238515","3536972",38.48,-90.82,1972,"UNION",16.5191778768375
"USC00238777","3537231",37.7755556,-92.1636111,1989,"WAYNESVILLE 2 W",7.29539619761707
"USC00236826","3549984",37.9133333,-90.9144444,1994,"POTOSI 4 SW",6.70517899964959
"USW00053901","3573867",36.8394444,-91.7777778,2006,"W PLAINS MUNI AP",12.176230224072
"USC00235541","3574394",39.0663889,-91.6433333,2005,"MEXICO",22.9014313314584
"USC00237398","3589056",38.5386111,-90.5013889,2008,"ST CHARLES 7 SSW",16.4217875257151
"USC00231297","100230124",37.4445722,-89.4862861,2009,"CAPE GIRARDEAU #2",16.1327465480638
"USC00236357","100506484",40.0681,-94.98,2012,"OREGON",17.1752747177254
