"id","PlantID","Latitude","Longitude","Year","StationName","Distance"
"USC00473650","v0392652WIS",43.564552,-90.675797,2016,"HILLSBORO 2SW",25.1077239885897
"USC00471131","v0418676WIS",46.43885,-91.51226,2021,"BRULE RS",12.5791313380785
"USC00474894","v0363448WIS",45.87436,-92.66515,2018,"LUCK",36.2709237700517
"USC00304849","0000136",43.274169,-78.332781,1965,"LOCKPORT 4 NE",25.703547702953
"USC00119002","430261",38.2946,-90.423,1992,"WATERLOO 6SW",16.7995038487277
"USC00238805","1268429",38.6247223,-90.6938889,1998,"WELDON SPRING NWS",8.304187817847
"USC00111160","1407465",38.6713,-90.1456,1978,"CAHOKIA",12.352758097287
"USC00234705","1459173",37.5241667,-94.5533333,2000,"LAMAR 7N",25.1139976568919
"USC00236826","1543504",38.1666667,-90.7,2000,"POTOSI 4 SW",32.5863772380909
"USC00310506","1560239",36.275,-81.8375,2001,"BANNER ELK",13.0214683514017
"USC00310724","1929764",35.49,-82.6230556,2003,"BENT CREEK",2.87342322217308
"USC00238043","3549984",37.9133333,-90.9144444,1994,"STEELVILLE 2 N",41.2785072481057
"USW00003966","3589056",38.5386111,-90.5013889,2008,"ST LOUIS SPIRIT OF ST LOUIS AP",18.8369265722407
"USC00234226","100230124",37.4445722,-89.4862861,2009,"JACKSON",17.6534368676609
"USC00148250","100506484",40.0681,-94.98,2012,"TROY 3N",28.2163039878415
"USC00238184","100542292",37.1972222,-91.3783334,2005,"SUMMERSVILLE 3 SE",22.9253835326354
"USC00134381","100547876",40.2563889,-91.5341666,2011,"KEOKUK LOCK DAM 19",20.6270188798159
"USW00003966","100715869",38.4744445,-90.8119444,2014,"ST LOUIS SPIRIT OF ST LOUIS AP",24.4666049866696
"USW00003966","100735995",38.5369,-90.8681,2014,"ST LOUIS SPIRIT OF ST LOUIS AP",22.8084754359878
"USC00253652","100762217",42.3725,-97.3511111,2014,"CONCORD",29.8308903214177
"USC00475255","100772072",45.1730556,-90.6377777,2014,"MEDFORD",23.5193768084418
"USC00187806","100781702",38.95125,-76.06925,2010,"ROYAL OAK 2 SSW",28.2700886652276
"USC00187806","100781705",38.6814445,-75.89775,2010,"ROYAL OAK 2 SSW",25.7085372671073
"USC00232031","100986069",38.0222223,-90.4094444,1939,"CRYSTAL CITY",23.5819141548145
"USC00238805","100986111",38.5583333,-90.6083333,1978,"WELDON SPRING NWS",16.9159650451411
"USC00142827","100986719",39.16666,-96.58333,1893,"FT RILEY",19.8448919309783
"CA007020840","101035734",45,-72.2333333,1902,"BROME",33.1703118071011
"USC00435416","101035985",44.5,-72.5,1988,"MT MANSFIELD",25.1514841061927
"USC00305310","101045032",41.5823333,-74.6211667,1999,"MIDDLETOWN 2 NW",19.7437026724291
"USC00188557","101052458",38.9588889,-76.5721945,2010,"STEVENSVILLE 2SW",20.2907322246325
"USC00478164","101268455",43.2944444,-90.8236111,2018,"STEUBEN 4 SE",17.8523612025499
"USC00478164","101330141",43.2805556,-90.8686111,2019,"STEUBEN 4 SE",16.4719207125673
"USC00476827","101330142",43.0280556,-91.1333333,2019,"PRAIRIE DU CHIEN",2.59931055272957
"USC00478164","101365059",43.1655556,-90.7041667,2020,"STEUBEN 4 SE",11.3414354300611
"USC00238700","101898668",36.7569,-90.3928,1982,"WAPPAPELLO DAM",20.8798394616945
"USR0000MSUL","103185416",38.0972667,-91.3623,2015,"SULLIVAN MISSOURI",23.9855585310486
"USW00053879","103201719",39.0244445,-94.3819445,2009,"LEES SUMMIT MUNI AP",7.4695636279388
"USC00466982","WVW023015",39.279167,-79.932778,2009,"PHILIPPI",17.4936158234725
"USC00467649","WVW024385",38.993289,-80.217533,2019,"ROCK CAVE 2 NE",17.1253446078806
"USC00360475","CM549054",41.0579388889,-80.1672222222,2022,"BEAVER FALLS 1 NE",35.0386080087643
"USC00147305","OKLA73445",36.8693,-96.5488,2019,"SEDAN",43.8996234029106
"USC00036920","UAM019460",34.285534,-91.335969,1996,"STUTTGART 9 ESE",22.2847587866182
"USC00442208","JMUH0003422",38.47575,-79.1493,2002,"DALE ENTERPRISE",18.7781524478251
"USC00115413","ANHC000627",40.14869,-90.07542,2008,"MASON CITY 4SE",36.1019238622354
"USC00115413","ANHC000628",40.14869,-90.07542,2008,"MASON CITY 4SE",36.1019238622354
"USC00115413","ANHC000629",40.14869,-90.07542,2008,"MASON CITY 4SE",36.1019238622354
"USC00402934","ETSU005486",36.06227,-82.58173,2009,"ERWIN 1 W",16.5677904821912
"USC00449186","LFCC-0011908",39.025897,-78.273479,1978,"WINCHESTER 7 SE",13.8939951869192
"USC00318694","000028",36.403181,-81.463159,2005,"TRANSOU",14.1317108579604
"USC00310901","000033",36.214573,-81.680385,1999,"BLOWING ROCK 1NW",7.75001808799742
"USC00310901","000037",36.231106,-81.696425,1952,"BLOWING ROCK 1NW",9.34583659207653
"USC00310506","001065",36.08722,-81.9275,2005,"BANNER ELK",9.56585540925357
"USC00310506","001066",36.08722,-81.9275,2005,"BANNER ELK",9.56585540925357
"USC00317615","011187",35.640168,-80.243652,2004,"SALISBURY",22.085555800895
"USR0000NLSP","011189",36.488642,-81.144058,2008,"LAUREL SPRINGS NORTH CAROLINA",15.8833207030351
"USC00388440","UNCC_51070",34.025017,-80.229508,2022,"SUMTER",14.8039723538223
