"id","date","prcp","tmax","Year"
"USC00314496",12843,91,28,2005
"USC00314496",12843,91,28,1990
"USC00314496",12843,91,28,1949
"USC00314496",12843,91,28,2018
"USC00314496",12843,91,28,1972
"USC00314496",12843,91,28,2015
"USC00314496",12843,91,28,1910
"USC00314496",12843,91,28,1984
"USC00314496",12843,91,28,1976
"USC00314496",12843,91,28,1988
